id,title,company,location,salary,type,description,posted,skills
266,Data Scientist,Capgemini India,"Ahmedabad, Gujarat",$149K - $154K,Full-time,"Help us leverage data to gain a competitive advantage. You will design experiments, build automated reporting dashboards, and develop sophisticated algorithms to understand user behavior. This role requires the ability to translate complex data results into actionable business strategies and product improvements. Experience with agile methodologies is preferred for this role.",,"Python, R, SQL, Pandas, Scikit-Learn, Data Visualization"
267,UI/UX Designer,Reliance Digital,"Bengaluru, Karnataka",$113K - $168K,Part-time,"Design intuitive and beautiful user experiences for our web and mobile applications. Conduct user research, create high-fidelity prototypes in Figma, and collaborate with developers to ensure faithful implementation of your designs. You will define the visual language and interaction patterns for our entire product suite. Be part of a diverse team pushing technological boundaries.",,"Figma, Adobe XD, User Research, Prototyping, Wireframing, Visual Design"
268,Mobile App Developer,Mindtree,"Pune, Maharashtra",$93K - $181K,Remote,"Join our mobile team to create engaging user experiences on smartphones and tablets. You will build feature-rich applications, implement offline sync capabilities, and ensure our mobile products are stable and secure. Experience with mobile CI/CD and publishing to App Store and Google Play is required. Experience with agile methodologies is preferred for this role.",,"React Native, Flutter, Firebase, Mobile UI Design, App Store Optimization"
269,Backend Engineer,IBM India,"Noida, Uttar Pradesh",$123K - $171K,Part-time,"Architect and maintain the server-side logic of our cloud-based platforms. You will focus on building RESTful and gRPC APIs, managing relational and NoSQL databases, and ensuring high availability across multiple regions. This role involves deep dives into system performance tuning and implementing comprehensive monitoring solutions. We offer competitive benefits and a remote-friendly culture.",,"Node.js, Python, PostgreSQL, Redis, Microservices, gRPC"
270,Machine Learning Engineer,Tata Consultancy Services,"Mumbai, Maharashtra",$90K - $196K,Part-time,"Design, build, and deploy machine learning models at scale using PyTorch or TensorFlow. Work on deep learning architectures, feature engineering, and optimizing models for production environments. You will implement MLOps practices to ensure model reproducibility and monitor performance in real-time. Looking for a self-motivated individual who loves solving complex problems.",,"PyTorch, TensorFlow, NLP, Computer Vision, MLOps, Model Deployment"
271,Data Scientist,Tech Mahindra,"Hyderabad, Telangana",$149K - $181K,Full-time,"We are looking for a Data Scientist to build predictive models and recommendation engines. You will work with large-scale data systems, implement feature engineering pipelines, and evaluate model performance in production. Strong mathematical foundation and experience with A/B testing are essential for this role. Be part of a diverse team pushing technological boundaries.",,"Python, R, SQL, Pandas, Scikit-Learn, Data Visualization"
272,Data Scientist,L&T Infotech,"Pune, Maharashtra",$87K - $170K,Full-time,"Help us leverage data to gain a competitive advantage. You will design experiments, build automated reporting dashboards, and develop sophisticated algorithms to understand user behavior. This role requires the ability to translate complex data results into actionable business strategies and product improvements. Looking for a self-motivated individual who loves solving complex problems.",,"Python, R, SQL, Pandas, Scikit-Learn, Data Visualization"
273,Android Developer,Capgemini India,"Bengaluru, Karnataka",$110K - $195K,Part-time,"Develop robust Android applications using Kotlin and modern Jetpack components. Focus on performance, memory management, and implementing Material Design principles to create a premium user experience. You will be responsible for the entire development lifecycle, from UI implementation to integrating with backend APIs. Experience with agile methodologies is preferred for this role.",,"Kotlin, Java, Jetpack Compose, Android SDK, Retrofit, Coroutines"
274,Software Engineer,Capgemini India,"Bengaluru, Karnataka",$132K - $188K,Remote,"Join our engineering team to solve complex technical challenges. You will apply software design patterns to build reusable libraries and ensure the long-term maintainability of our codebase. This role requires strong problem-solving skills and the ability to work effectively in a collaborative, agile environment. Looking for a self-motivated individual who loves solving complex problems.",,"Java, C++, Spring Boot, SQL, Design Patterns, Unit Testing"
275,Mobile App Developer,Wipro,"Jaipur, Rajasthan",$107K - $189K,Full-time,"Architect and build cross-platform mobile solutions that delight users. You will focus on pixel-perfect UI implementation, optimizing app startup times, and managing complex application states. This role involves working closely with UX designers to push the boundaries of mobile interaction design. Looking for a self-motivated individual who loves solving complex problems.",,"React Native, Flutter, Firebase, Mobile UI Design, App Store Optimization"
276,Senior Frontend Developer,Reliance Digital,"Hyderabad, Telangana",$146K - $178K,Part-time,"Lead the development of high-performance user interfaces using modern React ecosystems. Responsibilities include architecting frontend solutions, mentoring junior developers, and ensuring seamless UX across all devices. You will work closely with design teams to implement pixel-perfect components and optimize web performance for millions of global users. Looking for a self-motivated individual who loves solving complex problems.",,"React, TypeScript, Next.js, Tailwind CSS, Redux, Web Performance"
277,Senior Frontend Developer,HCL Technologies,"Pune, Maharashtra",$104K - $183K,Part-time,"As a Senior Frontend Developer, you will drive the technical direction of our client-side applications. We are looking for an expert in React and TypeScript who can build scalable architectures and lead complex feature implementations. You will be responsible for setting coding standards, performing code reviews, and collaborating with backend engineers to define efficient API contracts. Be part of a diverse team pushing technological boundaries.",,"React, TypeScript, Next.js, Tailwind CSS, Redux, Web Performance"
278,Full Stack Developer,IBM India,"Hyderabad, Telangana",$122K - $195K,Full-time,"Build full-featured applications from the ground up. You will architect database schemas, develop robust backend services, and create dynamic user interfaces. Collaboration is key as you will work with product managers to translate requirements into fully functional technical solutions across all layers of the stack. Experience with agile methodologies is preferred for this role.",,"React, Node.js, MongoDB, Express.js, GraphQL, AWS"
279,Senior Frontend Developer,Reliance Digital,"Bengaluru, Karnataka",$106K - $176K,Part-time,"Lead the development of high-performance user interfaces using modern React ecosystems. Responsibilities include architecting frontend solutions, mentoring junior developers, and ensuring seamless UX across all devices. You will work closely with design teams to implement pixel-perfect components and optimize web performance for millions of global users. Be part of a diverse team pushing technological boundaries.",,"React, TypeScript, Next.js, Tailwind CSS, Redux, Web Performance"
280,iOS Developer,Amazon India,"Pune, Maharashtra",$106K - $194K,Part-time,"We are seeking an iOS expert to lead our mobile development efforts on Apple platforms. You will architect complex apps using modern patterns like MVVM, manage data persistence with Core Data, and ensure seamless networking. A passion for detail and a commitment to providing a world-class user experience are required. Experience with agile methodologies is preferred for this role.",,"Swift, SwiftUI, Objective-C, Core Data, XCode, iOS SDK"
281,QA Engineer,HCL Technologies,"Ahmedabad, Gujarat",$126K - $194K,Full-time,"Lead our quality assurance efforts to deliver bug-free software to our customers. You will design test plans, manage test data, and integrate testing into our CI/CD pipelines. This role requires a meticulous eye for detail and the ability to think like a user to identify edge cases and potential failure points. Be part of a diverse team pushing technological boundaries.",,"Selenium, Cypress, Jest, Manual Testing, API Testing, Load Testing"
283,iOS Developer,Microsoft India,"Noida, Uttar Pradesh",$108K - $155K,Remote,"Build premium iOS applications for iPhone and iPad using Swift and SwiftUI. Focus on elegant code, Apple's Human Interface Guidelines, and integrating with advanced iOS features like Widgets and Core ML. You will ensure our apps are responsive, accessible, and take full advantage of the latest iOS capabilities. Join us to make a real impact.",,"Swift, SwiftUI, Objective-C, Core Data, XCode, iOS SDK"
284,Full Stack Developer,Infosys,"Jaipur, Rajasthan",$129K - $173K,Part-time,"We are seeking a Full Stack Developer to build modern web solutions. You will work on both the client and server sides, implementing responsive designs and scalable API services. This role requires versatility and the ability to switch contexts quickly while maintaining high code quality and architectural integrity. Looking for a self-motivated individual who loves solving complex problems.",,"React, Node.js, MongoDB, Express.js, GraphQL, AWS"
285,Senior Frontend Developer,Amazon India,"Chennai, Tamil Nadu",$91K - $163K,Remote,"Join our engineering team to build the next generation of web interfaces. You will focus on building reusable component libraries, implementing advanced state management patterns, and ensuring our applications are accessible and performant. This role requires a deep understanding of browser internals and modern CSS techniques to deliver a premium user experience. Experience with agile methodologies is preferred for this role.",,"React, TypeScript, Next.js, Tailwind CSS, Redux, Web Performance"
286,Mobile App Developer,Cognizant India,"Noida, Uttar Pradesh",$92K - $191K,Remote,"Develop high-quality mobile applications for both iOS and Android platforms using React Native or Flutter. Focus on performance, smooth animations, and delivering a native-like experience. You will be responsible for integrating with native APIs and ensuring our apps are optimized for a wide range of devices. Join us to make a real impact.",,"React Native, Flutter, Firebase, Mobile UI Design, App Store Optimization"
287,Full Stack Developer,Google India,Remote,$129K - $193K,Full-time,"We are seeking a Full Stack Developer to build modern web solutions. You will work on both the client and server sides, implementing responsive designs and scalable API services. This role requires versatility and the ability to switch contexts quickly while maintaining high code quality and architectural integrity. Join us to make a real impact.",,"React, Node.js, MongoDB, Express.js, GraphQL, AWS"
288,Software Engineer,Flipkart,"Gurugram, Haryana",$139K - $193K,Part-time,"We are looking for a Software Engineer who is passionate about technical excellence. You will contribute to architecture discussions, implement high-quality features, and help improve our engineering processes. Versatility and a willingness to learn new technologies are more important than deep expertise in a single stack. Join us to make a real impact.",,"Java, C++, Spring Boot, SQL, Design Patterns, Unit Testing"
289,Data Scientist,Wipro,"Bengaluru, Karnataka",$89K - $177K,Part-time,"Extract meaningful insights from complex datasets using Python and R. Apply statistical modeling and machine learning techniques to solve business problems and drive data-driven decision making. You will be responsible for data cleaning, exploratory analysis, and presenting findings to stakeholders. Experience with agile methodologies is preferred for this role.",,"Python, R, SQL, Pandas, Scikit-Learn, Data Visualization"
290,DevOps Engineer,Mindtree,"Bengaluru, Karnataka",$90K - $158K,Part-time,"Lead our infrastructure automation efforts to achieve high availability and rapid deployment cycles. You will design and implement infrastructure as code using Terraform, manage container orchestration platforms, and optimize our cloud spending. Experience with security hardening and compliance in the cloud is essential. Be part of a diverse team pushing technological boundaries.",,"AWS, Docker, Kubernetes, Terraform, Jenkins, Monitoring"
291,Product Manager,Flipkart,"Bengaluru, Karnataka",$111K - $194K,Part-time,"Lead cross-functional teams to build and ship impactful features. You will manage stakeholders, navigate technical constraints, and ensure that our products are aligned with the overall company strategy. This role requires strong leadership, excellent communication, and a deep understanding of the agile development process. Looking for a self-motivated individual who loves solving complex problems.",,"Agile, Product Roadmap, User Stories, Market Research, Data Analytics"
292,Android Developer,Tech Mahindra,"Noida, Uttar Pradesh",$112K - $190K,Remote,"Develop robust Android applications using Kotlin and modern Jetpack components. Focus on performance, memory management, and implementing Material Design principles to create a premium user experience. You will be responsible for the entire development lifecycle, from UI implementation to integrating with backend APIs. Join us to make a real impact.",,"Kotlin, Java, Jetpack Compose, Android SDK, Retrofit, Coroutines"
293,Cybersecurity Analyst,Reliance Digital,"Hyderabad, Telangana",$140K - $163K,Part-time,"Join our security team to harden our applications and infrastructure against attacks. You will perform penetration testing, manage identity and access control systems, and conduct security awareness training for employees. This role involves staying ahead of the latest threat landscape and proactively implementing defense-in-depth strategies. Join us to make a real impact.",,"Network Security, Penetration Testing, SIEM, Incident Response, Compliance"
294,DevOps Engineer,HCL Technologies,"Noida, Uttar Pradesh",$105K - $197K,Remote,"Join our DevOps team to build and maintain the foundations of our software delivery platform. You will focus on building automated testing environments, implementing centralized logging and tracing, and ensuring our developer experience is world-class through efficient tooling and automation. Join us to make a real impact.",,"AWS, Docker, Kubernetes, Terraform, Jenkins, Monitoring"
295,Cybersecurity Analyst,Mindtree,"Jaipur, Rajasthan",$90K - $157K,Full-time,"Protect the organization's digital assets from internal and external threats. Monitor for security breaches, conduct vulnerability assessments using industry-standard tools, and implement robust security protocols. You will be responsible for incident response and ensuring that our systems comply with security standards and regulations. Be part of a diverse team pushing technological boundaries.",,"Network Security, Penetration Testing, SIEM, Incident Response, Compliance"
296,QA Engineer,Flipkart,"Mumbai, Maharashtra",$145K - $190K,Part-time,"As a QA Engineer, you will build and maintain a robust automation framework. You will work closely with developers to implement unit, integration, and end-to-end tests, ensuring that every release meets our high standards for performance and reliability. Experience with load testing and security testing is a plus. Join us to make a real impact.",,"Selenium, Cypress, Jest, Manual Testing, API Testing, Load Testing"
297,Android Developer,L&T Infotech,"Hyderabad, Telangana",$92K - $191K,Full-time,"Join our mobile team to build engaging Android products that reach millions of users. You will work on feature-rich apps, optimize app startup times and battery usage, and ensure compatibility across a wide range of devices and OS versions. This role involves collaborating with product and design teams to deliver polished, user-centric features. Experience with agile methodologies is preferred for this role.",,"Kotlin, Java, Jetpack Compose, Android SDK, Retrofit, Coroutines"
298,iOS Developer,IBM India,Remote,$92K - $168K,Full-time,"Build premium iOS applications for iPhone and iPad using Swift and SwiftUI. Focus on elegant code, Apple's Human Interface Guidelines, and integrating with advanced iOS features like Widgets and Core ML. You will ensure our apps are responsive, accessible, and take full advantage of the latest iOS capabilities. Experience with agile methodologies is preferred for this role.",,"Swift, SwiftUI, Objective-C, Core Data, XCode, iOS SDK"
299,iOS Developer,Amazon India,"Hyderabad, Telangana",$117K - $193K,Part-time,"We are seeking an iOS expert to lead our mobile development efforts on Apple platforms. You will architect complex apps using modern patterns like MVVM, manage data persistence with Core Data, and ensure seamless networking. A passion for detail and a commitment to providing a world-class user experience are required. Looking for a self-motivated individual who loves solving complex problems.",,"Swift, SwiftUI, Objective-C, Core Data, XCode, iOS SDK"
300,Software Engineer,HCL Technologies,"Noida, Uttar Pradesh",$110K - $176K,Full-time,"We are looking for a Software Engineer who is passionate about technical excellence. You will contribute to architecture discussions, implement high-quality features, and help improve our engineering processes. Versatility and a willingness to learn new technologies are more important than deep expertise in a single stack. We offer competitive benefits and a remote-friendly culture.",,"Java, C++, Spring Boot, SQL, Design Patterns, Unit Testing"
301,Senior Frontend Developer,Cognizant India,Remote,$106K - $195K,Remote,"Lead the development of high-performance user interfaces using modern React ecosystems. Responsibilities include architecting frontend solutions, mentoring junior developers, and ensuring seamless UX across all devices. You will work closely with design teams to implement pixel-perfect components and optimize web performance for millions of global users. Join us to make a real impact.",,"React, TypeScript, Next.js, Tailwind CSS, Redux, Web Performance"
302,Cloud Architect,Mindtree,"Pune, Maharashtra",$89K - $162K,Part-time,"We are looking for a Cloud Architect to define our global infrastructure strategy. You will design serverless architectures, implement complex networking solutions, and ensure that our platform is highly available across multiple regions. This role involves mentoring engineering teams on cloud-native development patterns. Experience with agile methodologies is preferred for this role.",,"AWS, Azure, Cloud Security, Serverless, Infrastructure as Code"
303,Business Analyst,Tata Consultancy Services,Remote,$99K - $161K,Part-time,"Help us optimize our operations through data-driven analysis. You will identify areas for process improvement, develop business cases for new initiatives, and measure the impact of our technical solutions. This role requires a deep understanding of our business domain and the ability to use data to drive strategic decisions. Be part of a diverse team pushing technological boundaries.",,"SQL, Tableau, Excel, Requirement Gathering, Process Improvement"
304,iOS Developer,IBM India,"Pune, Maharashtra",$106K - $172K,Remote,"Build premium iOS applications for iPhone and iPad using Swift and SwiftUI. Focus on elegant code, Apple's Human Interface Guidelines, and integrating with advanced iOS features like Widgets and Core ML. You will ensure our apps are responsive, accessible, and take full advantage of the latest iOS capabilities. Experience with agile methodologies is preferred for this role.",,"Swift, SwiftUI, Objective-C, Core Data, XCode, iOS SDK"
305,Software Engineer,Flipkart,"Pune, Maharashtra",$95K - $161K,Part-time,"Join our engineering team to solve complex technical challenges. You will apply software design patterns to build reusable libraries and ensure the long-term maintainability of our codebase. This role requires strong problem-solving skills and the ability to work effectively in a collaborative, agile environment. We offer competitive benefits and a remote-friendly culture.",,"Java, C++, Spring Boot, SQL, Design Patterns, Unit Testing"
306,Data Scientist,Cognizant India,"Pune, Maharashtra",$98K - $168K,Part-time,"Help us leverage data to gain a competitive advantage. You will design experiments, build automated reporting dashboards, and develop sophisticated algorithms to understand user behavior. This role requires the ability to translate complex data results into actionable business strategies and product improvements. Experience with agile methodologies is preferred for this role.",,"Python, R, SQL, Pandas, Scikit-Learn, Data Visualization"
307,Android Developer,Tech Mahindra,Remote,$130K - $188K,Remote,"Develop robust Android applications using Kotlin and modern Jetpack components. Focus on performance, memory management, and implementing Material Design principles to create a premium user experience. You will be responsible for the entire development lifecycle, from UI implementation to integrating with backend APIs. Looking for a self-motivated individual who loves solving complex problems.",,"Kotlin, Java, Jetpack Compose, Android SDK, Retrofit, Coroutines"
308,Business Analyst,Reliance Digital,"Bengaluru, Karnataka",$106K - $176K,Full-time,"As a Business Analyst, you will translate complex business problems into clear technical requirements. You will create process maps, conduct cost-benefit analyses, and work with development teams to ensure successful project delivery. Strong analytical skills and the ability to communicate with both technical and non-technical audiences are key. Experience with agile methodologies is preferred for this role.",,"SQL, Tableau, Excel, Requirement Gathering, Process Improvement"
309,Backend Engineer,Capgemini India,"Noida, Uttar Pradesh",$93K - $157K,Part-time,"Architect and maintain the server-side logic of our cloud-based platforms. You will focus on building RESTful and gRPC APIs, managing relational and NoSQL databases, and ensuring high availability across multiple regions. This role involves deep dives into system performance tuning and implementing comprehensive monitoring solutions. We offer competitive benefits and a remote-friendly culture.",,"Node.js, Python, PostgreSQL, Redis, Microservices, gRPC"
310,Software Engineer,Tata Consultancy Services,"Jaipur, Rajasthan",$91K - $184K,Part-time,"Generalist software engineering role focusing on writing clean, maintainable, and efficient code in Java or C++. Participate in the full software development lifecycle from requirements to deployment. You will work on a variety of projects, from core business logic to internal tools and infrastructure components. Looking for a self-motivated individual who loves solving complex problems.",,"Java, C++, Spring Boot, SQL, Design Patterns, Unit Testing"
311,Product Manager,Infosys,"Kolkata, West Bengal",$134K - $176K,Contract,"As a Product Manager, you will be the voice of the customer. You will conduct market research, analyze user feedback, and use data to make informed product decisions. Your goal is to build products that not only solve real problems but also delight our users and drive business growth. Experience with agile methodologies is preferred for this role.",,"Agile, Product Roadmap, User Stories, Market Research, Data Analytics"
312,Software Engineer,Wipro,"Ahmedabad, Gujarat",$94K - $181K,Full-time,"We are looking for a Software Engineer who is passionate about technical excellence. You will contribute to architecture discussions, implement high-quality features, and help improve our engineering processes. Versatility and a willingness to learn new technologies are more important than deep expertise in a single stack. Looking for a self-motivated individual who loves solving complex problems.",,"Java, C++, Spring Boot, SQL, Design Patterns, Unit Testing"
313,iOS Developer,HCL Technologies,"Gurugram, Haryana",$96K - $182K,Contract,"Build premium iOS applications for iPhone and iPad using Swift and SwiftUI. Focus on elegant code, Apple's Human Interface Guidelines, and integrating with advanced iOS features like Widgets and Core ML. You will ensure our apps are responsive, accessible, and take full advantage of the latest iOS capabilities. Be part of a diverse team pushing technological boundaries.",,"Swift, SwiftUI, Objective-C, Core Data, XCode, iOS SDK"
314,Backend Engineer,Tech Mahindra,"Chennai, Tamil Nadu",$80K - $163K,Contract,"We are looking for a Backend Engineer to join our core platform team. You will build high-throughput microservices, optimize complex database queries, and implement secure authentication systems. Experience with message brokers like Kafka or Redis is a plus as you will work on event-driven architectures to process data in real-time. Be part of a diverse team pushing technological boundaries.",,"Node.js, Python, PostgreSQL, Redis, Microservices, gRPC"
315,Data Scientist,Mindtree,"Bengaluru, Karnataka",$119K - $186K,Part-time,"Help us leverage data to gain a competitive advantage. You will design experiments, build automated reporting dashboards, and develop sophisticated algorithms to understand user behavior. This role requires the ability to translate complex data results into actionable business strategies and product improvements. Experience with agile methodologies is preferred for this role.",,"Python, R, SQL, Pandas, Scikit-Learn, Data Visualization"
316,Cloud Architect,Cognizant India,"Gurugram, Haryana",$126K - $167K,Remote,"Design and oversee complex cloud architectures on AWS or Azure. Focus on cost-optimization, disaster recovery, and ensuring systems are built for massive scale. You will provide technical leadership for cloud migrations and ensure that our cloud infrastructure follows industry best practices for security and reliability. Experience with agile methodologies is preferred for this role.",,"AWS, Azure, Cloud Security, Serverless, Infrastructure as Code"
317,Senior Frontend Developer,Capgemini India,"Noida, Uttar Pradesh",$116K - $169K,Full-time,"As a Senior Frontend Developer, you will drive the technical direction of our client-side applications. We are looking for an expert in React and TypeScript who can build scalable architectures and lead complex feature implementations. You will be responsible for setting coding standards, performing code reviews, and collaborating with backend engineers to define efficient API contracts. We offer competitive benefits and a remote-friendly culture.",,"React, TypeScript, Next.js, Tailwind CSS, Redux, Web Performance"
318,Backend Engineer,L&T Infotech,"Chennai, Tamil Nadu",$92K - $155K,Full-time,"Architect and maintain the server-side logic of our cloud-based platforms. You will focus on building RESTful and gRPC APIs, managing relational and NoSQL databases, and ensuring high availability across multiple regions. This role involves deep dives into system performance tuning and implementing comprehensive monitoring solutions. Join us to make a real impact.",,"Node.js, Python, PostgreSQL, Redis, Microservices, gRPC"
319,Senior Frontend Developer,IBM India,"Ahmedabad, Gujarat",$86K - $165K,Contract,"Lead the development of high-performance user interfaces using modern React ecosystems. Responsibilities include architecting frontend solutions, mentoring junior developers, and ensuring seamless UX across all devices. You will work closely with design teams to implement pixel-perfect components and optimize web performance for millions of global users. Join us to make a real impact.",,"React, TypeScript, Next.js, Tailwind CSS, Redux, Web Performance"
320,Cloud Architect,Google India,"Noida, Uttar Pradesh",$106K - $165K,Remote,"We are looking for a Cloud Architect to define our global infrastructure strategy. You will design serverless architectures, implement complex networking solutions, and ensure that our platform is highly available across multiple regions. This role involves mentoring engineering teams on cloud-native development patterns. We offer competitive benefits and a remote-friendly culture.",,"AWS, Azure, Cloud Security, Serverless, Infrastructure as Code"
321,QA Engineer,Microsoft India,"Chennai, Tamil Nadu",$96K - $174K,Full-time,"Lead our quality assurance efforts to deliver bug-free software to our customers. You will design test plans, manage test data, and integrate testing into our CI/CD pipelines. This role requires a meticulous eye for detail and the ability to think like a user to identify edge cases and potential failure points. Experience with agile methodologies is preferred for this role.",,"Selenium, Cypress, Jest, Manual Testing, API Testing, Load Testing"
322,DevOps Engineer,Amazon India,"Hyderabad, Telangana",$95K - $153K,Full-time,"Automate infrastructure deployment and management using AWS, Docker, and Kubernetes. Ensure system reliability, scalability, and security through robust CI/CD pipelines and cloud-native practices. You will be responsible for monitoring system health and responding to incidents in our production environment. We offer competitive benefits and a remote-friendly culture.",,"AWS, Docker, Kubernetes, Terraform, Jenkins, Monitoring"
323,Business Analyst,Flipkart,"Bengaluru, Karnataka",$92K - $184K,Part-time,"As a Business Analyst, you will translate complex business problems into clear technical requirements. You will create process maps, conduct cost-benefit analyses, and work with development teams to ensure successful project delivery. Strong analytical skills and the ability to communicate with both technical and non-technical audiences are key. Be part of a diverse team pushing technological boundaries.",,"SQL, Tableau, Excel, Requirement Gathering, Process Improvement"
324,QA Engineer,Reliance Digital,"Gurugram, Haryana",$104K - $162K,Contract,"Lead our quality assurance efforts to deliver bug-free software to our customers. You will design test plans, manage test data, and integrate testing into our CI/CD pipelines. This role requires a meticulous eye for detail and the ability to think like a user to identify edge cases and potential failure points. Be part of a diverse team pushing technological boundaries.",,"Selenium, Cypress, Jest, Manual Testing, API Testing, Load Testing"
325,Business Analyst,Reliance Digital,"Bengaluru, Karnataka",$103K - $157K,Part-time,"Bridge the gap between business needs and technical solutions. Analyze business processes, gather detailed requirements, and provide data-backed recommendations to improve efficiency. You will work with stakeholders across the company to ensure that our technical projects are aligned with business objectives. Join us to make a real impact.",,"SQL, Tableau, Excel, Requirement Gathering, Process Improvement"
326,Full Stack Developer,L&T Infotech,"Kolkata, West Bengal",$138K - $161K,Remote,"We are seeking a Full Stack Developer to build modern web solutions. You will work on both the client and server sides, implementing responsive designs and scalable API services. This role requires versatility and the ability to switch contexts quickly while maintaining high code quality and architectural integrity. Looking for a self-motivated individual who loves solving complex problems.",,"React, Node.js, MongoDB, Express.js, GraphQL, AWS"
327,DevOps Engineer,Flipkart,"Jaipur, Rajasthan",$90K - $174K,Contract,"Join our DevOps team to build and maintain the foundations of our software delivery platform. You will focus on building automated testing environments, implementing centralized logging and tracing, and ensuring our developer experience is world-class through efficient tooling and automation. Looking for a self-motivated individual who loves solving complex problems.",,"AWS, Docker, Kubernetes, Terraform, Jenkins, Monitoring"
328,Cybersecurity Analyst,Cognizant India,"Gurugram, Haryana",$102K - $175K,Full-time,"Protect the organization's digital assets from internal and external threats. Monitor for security breaches, conduct vulnerability assessments using industry-standard tools, and implement robust security protocols. You will be responsible for incident response and ensuring that our systems comply with security standards and regulations. We offer competitive benefits and a remote-friendly culture.",,"Network Security, Penetration Testing, SIEM, Incident Response, Compliance"
329,Cloud Architect,Flipkart,"Bengaluru, Karnataka",$105K - $200K,Remote,"We are looking for a Cloud Architect to define our global infrastructure strategy. You will design serverless architectures, implement complex networking solutions, and ensure that our platform is highly available across multiple regions. This role involves mentoring engineering teams on cloud-native development patterns. Join us to make a real impact.",,"AWS, Azure, Cloud Security, Serverless, Infrastructure as Code"
330,Mobile App Developer,Google India,"Kolkata, West Bengal",$123K - $160K,Part-time,"Architect and build cross-platform mobile solutions that delight users. You will focus on pixel-perfect UI implementation, optimizing app startup times, and managing complex application states. This role involves working closely with UX designers to push the boundaries of mobile interaction design. Looking for a self-motivated individual who loves solving complex problems.",,"React Native, Flutter, Firebase, Mobile UI Design, App Store Optimization"
331,Software Engineer,Microsoft India,"Bengaluru, Karnataka",$86K - $168K,Full-time,"Generalist software engineering role focusing on writing clean, maintainable, and efficient code in Java or C++. Participate in the full software development lifecycle from requirements to deployment. You will work on a variety of projects, from core business logic to internal tools and infrastructure components. We offer competitive benefits and a remote-friendly culture.",,"Java, C++, Spring Boot, SQL, Design Patterns, Unit Testing"
332,Data Scientist,Tech Mahindra,"Mumbai, Maharashtra",$145K - $198K,Contract,"We are looking for a Data Scientist to build predictive models and recommendation engines. You will work with large-scale data systems, implement feature engineering pipelines, and evaluate model performance in production. Strong mathematical foundation and experience with A/B testing are essential for this role. Looking for a self-motivated individual who loves solving complex problems.",,"Python, R, SQL, Pandas, Scikit-Learn, Data Visualization"
333,QA Engineer,Tata Consultancy Services,"Bengaluru, Karnataka",$117K - $198K,Full-time,"Lead our quality assurance efforts to deliver bug-free software to our customers. You will design test plans, manage test data, and integrate testing into our CI/CD pipelines. This role requires a meticulous eye for detail and the ability to think like a user to identify edge cases and potential failure points. We offer competitive benefits and a remote-friendly culture.",,"Selenium, Cypress, Jest, Manual Testing, API Testing, Load Testing"
334,Senior Frontend Developer,Tata Consultancy Services,"Chennai, Tamil Nadu",$90K - $159K,Part-time,"Lead the development of high-performance user interfaces using modern React ecosystems. Responsibilities include architecting frontend solutions, mentoring junior developers, and ensuring seamless UX across all devices. You will work closely with design teams to implement pixel-perfect components and optimize web performance for millions of global users. Experience with agile methodologies is preferred for this role.",,"React, TypeScript, Next.js, Tailwind CSS, Redux, Web Performance"
335,DevOps Engineer,Microsoft India,"Hyderabad, Telangana",$108K - $194K,Part-time,"Lead our infrastructure automation efforts to achieve high availability and rapid deployment cycles. You will design and implement infrastructure as code using Terraform, manage container orchestration platforms, and optimize our cloud spending. Experience with security hardening and compliance in the cloud is essential. We offer competitive benefits and a remote-friendly culture.",,"AWS, Docker, Kubernetes, Terraform, Jenkins, Monitoring"
336,Mobile App Developer,Wipro,"Bengaluru, Karnataka",$130K - $171K,Remote,"Architect and build cross-platform mobile solutions that delight users. You will focus on pixel-perfect UI implementation, optimizing app startup times, and managing complex application states. This role involves working closely with UX designers to push the boundaries of mobile interaction design. Looking for a self-motivated individual who loves solving complex problems.",,"React Native, Flutter, Firebase, Mobile UI Design, App Store Optimization"
337,Backend Engineer,Tech Mahindra,"Chennai, Tamil Nadu",$93K - $190K,Contract,"Design and implement scalable backend services and APIs using Node.js and Python. Focus on data integrity, system performance, and building robust distributed systems that handle millions of requests. You will be responsible for database schema design, implementing caching strategies, and ensuring the reliability of our core services. Be part of a diverse team pushing technological boundaries.",,"Node.js, Python, PostgreSQL, Redis, Microservices, gRPC"
338,Full Stack Developer,Capgemini India,"Kolkata, West Bengal",$124K - $160K,Part-time,"We are seeking a Full Stack Developer to build modern web solutions. You will work on both the client and server sides, implementing responsive designs and scalable API services. This role requires versatility and the ability to switch contexts quickly while maintaining high code quality and architectural integrity. We offer competitive benefits and a remote-friendly culture.",,"React, Node.js, MongoDB, Express.js, GraphQL, AWS"
339,Machine Learning Engineer,Google India,"Noida, Uttar Pradesh",$122K - $189K,Contract,Join our AI team to solve challenging problems in computer vision and NLP. You will research state-of-the-art algorithms and adapt them to our specific use cases. The role requires strong software engineering skills to integrate ML models into our existing software ecosystem while ensuring scalability and reliability. We offer competitive benefits and a remote-friendly culture.,,"PyTorch, TensorFlow, NLP, Computer Vision, MLOps, Model Deployment"
